"Name","Role","Method","Path","Status","Expected","Pass","Preview"
"Auth login admin","Anonymous","POST","/identity/api/auth/login","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""email"":""admin@supplychain.local"",""role"":""Admin"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2ZGZkYjA4Yi0xZGIwLTQwYmMtODcyNS0zY2YxNGEwZGZiMTciLCJlbWFpbC"
"Auth register dealer","Anonymous","POST","/identity/api/auth/register","201","201,409","True","{""userId"":""9a0ee5f5-bc01-42a1-8c70-18ac1ef92db5"",""status"":""Pending"",""message"":""Registration submitted and pending admin approval.""}"
"Admin approve dealer","Admin","PUT","/identity/api/admin/dealers/9a0ee5f5-bc01-42a1-8c70-18ac1ef92db5/approve","200","200,404","True","{""message"":""Dealer approved.""}"
"Auth login dealer","Anonymous","POST","/identity/api/auth/login","200","200,401","True","{""userId"":""9a0ee5f5-bc01-42a1-8c70-18ac1ef92db5"",""email"":""dealer.20260329160714@supplychain.local"",""role"":""Dealer"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI5YTBlZTVmNS1iYzAxLTQyYTEtOGM3MC0xOGFjMWVmO"
"Catalog list admin for seed","Admin","GET","/catalog/api/products?page=1&size=20","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329142613"",""unitPrice"":209.99,""availableStock"":297,""isActive"":true,""imageUrl"":null},{""productId"":""8e28a1f3-e"
"Catalog detail admin for seed","Admin","GET","/catalog/api/products/72f2db1a-f0bf-43ac-945d-e940a4a268fc","200","200,404","True","{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329142613"",""description"":""Updated"",""categoryId"":""82fccf19-8e4a-4489-8326-fb7371c03a1b"",""unitPrice"":209.99,""minOrderQty"
"Catalog restock warehouse","Warehouse","POST","/catalog/api/products/72f2db1a-f0bf-43ac-945d-e940a4a268fc/restock","200","200,404","True","{""message"":""Product restocked.""}"
"Orders create dealer","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""9bae134e-cbef-4ac0-9762-57f1c3bf4b46"",""orderNumber"":""ORD-2026-4B84E8F2"",""dealerId"":""9a0ee5f5-bc01-42a1-8c70-18ac1ef92db5"",""status"":2,""creditHoldStatus"":2,""paymentMode"":0,""totalAmount"":419.98,""placedAtUtc"":""20"
"Logistics create shipment","Logistics","POST","/logistics/api/logistics/shipments","201","201,400,404","True","{""shipmentId"":""5aa04036-e946-4ee8-bbb5-1d801f6e1f17"",""orderId"":""9bae134e-cbef-4ac0-9762-57f1c3bf4b46"",""dealerId"":""9a0ee5f5-bc01-42a1-8c70-18ac1ef92db5"",""shipmentNumber"":""SHP-2026-1275A153"",""deliveryAddress"":""12 Demo Stre"
"Payments seed dealer account","Admin","POST","/payments/api/payment/dealers/9a0ee5f5-bc01-42a1-8c70-18ac1ef92db5/account","200","200,404","True","{""accountId"":""481557cb-6ecf-497f-97a8-63f3a4d152ab"",""dealerId"":""9a0ee5f5-bc01-42a1-8c70-18ac1ef92db5"",""creditLimit"":500000.00,""currentOutstanding"":0.00,""availableCredit"":500000.00}"
"Payments generate invoice","Admin","POST","/payments/api/payment/invoices","201","201,400,404","True","{""invoiceId"":""6f7d3d2d-cddd-41be-a02c-007b5b98cf6e"",""invoiceNumber"":""INV-2026-4CAF53A1"",""orderId"":""9bae134e-cbef-4ac0-9762-57f1c3bf4b46"",""dealerId"":""9a0ee5f5-bc01-42a1-8c70-18ac1ef92db5"",""idempotencyKey"":""A16D3050DD08D7E"
"Notifications manual create","Admin","POST","/notifications/api/notifications/manual","201","201,400","True","{""notificationId"":""095361be-fe42-4297-b929-320369ee2784"",""recipientUserId"":""9a0ee5f5-bc01-42a1-8c70-18ac1ef92db5"",""title"":""Mock Notice 20260329160714"",""body"":""Generated by endpoint matrix runner"",""sourceService"":""Notific"
"Auth forgot password","Anonymous","POST","/identity/api/auth/forgot-password","200","200","True","{""message"":""If the account exists, an OTP has been sent.""}"
"Auth reset password invalid otp","Anonymous","POST","/identity/api/auth/reset-password","400","400,401","True","{""message"":""OTP is invalid or expired.""}"
"Auth refresh no cookie","Anonymous","POST","/identity/api/auth/refresh","401","401","True","{""message"":""Refresh token cookie is missing.""}"
"Users profile admin","Admin","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusinessName"":null,""dealerGstNumber"":null,""is"
"Users profile anonymous denied","Anonymous","GET","/identity/api/users/profile","401","401","True",""
"Admin dealers list admin","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=20","200","200","True","{""items"":[{""userId"":""9a0ee5f5-bc01-42a1-8c70-18ac1ef92db5"",""fullName"":""Mock Dealer"",""email"":""dealer.20260329160714@supplychain.local"",""businessName"":""Mock Dealer 20260329160714"",""gstNumber"":""29ABCDE0714F1Z5"",""status"":""Ac"
