"Name","Role","Method","Path","Status","Expected","Pass","Preview"
"Auth login admin","Anonymous","POST","/identity/api/auth/login","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""email"":""admin@supplychain.local"",""role"":""Admin"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2ZGZkYjA4Yi0xZGIwLTQwYmMtODcyNS0zY2YxNGEwZGZiMTciLCJlbWFpbC"
"Auth register dealer","Anonymous","POST","/identity/api/auth/register","201","201,409","True","{""userId"":""a29b7d8e-4b1a-4f6c-9e61-26473a42102a"",""status"":""Pending"",""message"":""Registration submitted and pending admin approval.""}"
"Admin approve dealer","Admin","PUT","/identity/api/admin/dealers/a29b7d8e-4b1a-4f6c-9e61-26473a42102a/approve","200","200,404","True","{""message"":""Dealer approved.""}"
"Auth login dealer","Anonymous","POST","/identity/api/auth/login","200","200,401","True","{""userId"":""a29b7d8e-4b1a-4f6c-9e61-26473a42102a"",""email"":""dealer.20260329142247@supplychain.local"",""role"":""Dealer"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJhMjliN2Q4ZS00YjFhLTRmNmMtOWU2MS0yNjQ3M2E0M"
"Catalog list admin for seed","Admin","GET","/catalog/api/products?page=1&size=20","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329142057"",""unitPrice"":209.99,""availableStock"":259,""isActive"":true,""imageUrl"":null},{""productId"":""8e28a1f3-e"
"Catalog detail admin for seed","Admin","GET","/catalog/api/products/72f2db1a-f0bf-43ac-945d-e940a4a268fc","200","200,404","True","{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Mock Product Updated 20260329142057"",""description"":""Updated"",""categoryId"":""82fccf19-8e4a-4489-8326-fb7371c03a1b"",""unitPrice"":209.99,""minOrderQty"
"Catalog restock warehouse","Warehouse","POST","/catalog/api/products/72f2db1a-f0bf-43ac-945d-e940a4a268fc/restock","200","200,404","True","{""message"":""Product restocked.""}"
"Orders create dealer","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""f77aadc1-3a4b-479e-86f2-7507a35cc7ae"",""orderNumber"":""ORD-2026-D5EFAB52"",""dealerId"":""a29b7d8e-4b1a-4f6c-9e61-26473a42102a"",""status"":2,""creditHoldStatus"":2,""paymentMode"":0,""totalAmount"":419.98,""placedAtUtc"":""20"
"Logistics create shipment","Logistics","POST","/logistics/api/logistics/shipments","201","201,400,404","True","{""shipmentId"":""302ee5ea-bd54-4a82-bb5a-0a72c5d19664"",""orderId"":""f77aadc1-3a4b-479e-86f2-7507a35cc7ae"",""dealerId"":""a29b7d8e-4b1a-4f6c-9e61-26473a42102a"",""shipmentNumber"":""SHP-2026-FF28CB1F"",""deliveryAddress"":""12 Demo Stre"
"Payments seed dealer account","Admin","POST","/payments/api/payment/dealers/a29b7d8e-4b1a-4f6c-9e61-26473a42102a/account","200","200,404","True","{""accountId"":""5c260711-4046-4467-b44f-7c78e3fab892"",""dealerId"":""a29b7d8e-4b1a-4f6c-9e61-26473a42102a"",""creditLimit"":500000.00,""currentOutstanding"":0.00,""availableCredit"":500000.00}"
