"Name","Role","Method","Path","Status","Expected","Pass","Preview"
"Auth login admin","Anonymous","POST","/identity/api/auth/login","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""email"":""admin@supplychain.local"",""role"":""Admin"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2ZGZkYjA4Yi0xZGIwLTQwYmMtODcyNS0zY2YxNGEwZGZiMTciLCJlbWFpbC"
"Auth register dealer","Anonymous","POST","/identity/api/auth/register","201","201,409","True","{""userId"":""f53a719d-f002-4854-9e31-88933fa6ce0b"",""status"":""Pending"",""message"":""Registration submitted and pending admin approval.""}"
"Admin approve dealer","Admin","PUT","/identity/api/admin/dealers/f53a719d-f002-4854-9e31-88933fa6ce0b/approve","200","200,404","True","{""message"":""Dealer approved.""}"
"Auth login dealer","Anonymous","POST","/identity/api/auth/login","200","200,401","True","{""userId"":""f53a719d-f002-4854-9e31-88933fa6ce0b"",""email"":""dealer.20260329142057@supplychain.local"",""role"":""Dealer"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJmNTNhNzE5ZC1mMDAyLTQ4NTQtOWUzMS04ODkzM2ZhN"
"Catalog list admin for seed","Admin","GET","/catalog/api/products?page=1&size=20","200","200","True","{""items"":[{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Copper Power Cable 10m"",""unitPrice"":1899.00,""availableStock"":240,""isActive"":true,""imageUrl"":null},{""productId"":""8e28a1f3-e24e-434a-8ee"
"Catalog detail admin for seed","Admin","GET","/catalog/api/products/72f2db1a-f0bf-43ac-945d-e940a4a268fc","200","200,404","True","{""productId"":""72f2db1a-f0bf-43ac-945d-e940a4a268fc"",""sku"":""CBL-001"",""name"":""Copper Power Cable 10m"",""description"":""Industrial grade insulated copper power cable."",""categoryId"":""82fccf19-8e4a-4489-8326-fb7371c03a1b"",""unit"
"Catalog restock warehouse","Warehouse","POST","/catalog/api/products/72f2db1a-f0bf-43ac-945d-e940a4a268fc/restock","200","200,404","True","{""message"":""Product restocked.""}"
"Orders create dealer","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""e597da6b-74e6-4eb0-998c-62080dfca62a"",""orderNumber"":""ORD-2026-178C5F49"",""dealerId"":""f53a719d-f002-4854-9e31-88933fa6ce0b"",""status"":2,""creditHoldStatus"":2,""paymentMode"":0,""totalAmount"":3798.00,""placedAtUtc"":""2"
"Logistics create shipment","Logistics","POST","/logistics/api/logistics/shipments","201","201,400,404","True","{""shipmentId"":""7d1331de-0738-4d29-92a8-dad770649e5a"",""orderId"":""e597da6b-74e6-4eb0-998c-62080dfca62a"",""dealerId"":""f53a719d-f002-4854-9e31-88933fa6ce0b"",""shipmentNumber"":""SHP-2026-3D797D3A"",""deliveryAddress"":""12 Demo Stre"
"Payments seed dealer account","Admin","POST","/payments/api/payment/dealers/f53a719d-f002-4854-9e31-88933fa6ce0b/account","200","200,404","True","{""accountId"":""d480f71a-235e-4c99-ba35-a732ce964cd8"",""dealerId"":""f53a719d-f002-4854-9e31-88933fa6ce0b"",""creditLimit"":500000.00,""currentOutstanding"":0.00,""availableCredit"":500000.00}"
"Payments generate invoice","Admin","POST","/payments/api/payment/invoices","201","201,400,404","True","{""invoiceId"":""a0770048-2e98-423d-8584-d251c73d8ee6"",""invoiceNumber"":""INV-2026-150F2CE0"",""orderId"":""e597da6b-74e6-4eb0-998c-62080dfca62a"",""dealerId"":""f53a719d-f002-4854-9e31-88933fa6ce0b"",""idempotencyKey"":""4B8B34B068001A6"
"Notifications manual create","Admin","POST","/notifications/api/notifications/manual","201","201,400","True","{""notificationId"":""0758ab9e-b8bd-47c4-aa6a-e31793ffaab3"",""recipientUserId"":""f53a719d-f002-4854-9e31-88933fa6ce0b"",""title"":""Mock Notice 20260329142057"",""body"":""Generated by endpoint matrix runner"",""sourceService"":""Notific"
