"Name","Role","Method","Path","Status","Expected","Pass","Preview"
"Auth login admin","Anonymous","POST","/identity/api/auth/login","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""email"":""admin@supplychain.local"",""role"":""Admin"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2ZGZkYjA4Yi0xZGIwLTQwYmMtODcyNS0zY2YxNGEwZGZiMTciLCJlbWFpbC"
"Auth register dealer","Anonymous","POST","/identity/api/auth/register","201","201,409","True","{""userId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""status"":""Pending"",""message"":""Registration submitted and pending admin approval.""}"
"Admin approve dealer","Admin","PUT","/identity/api/admin/dealers/fdb7192a-bfef-49aa-93ff-1980d1bcf104/approve","200","200,404","True","{""message"":""Dealer approved.""}"
"Auth login dealer","Anonymous","POST","/identity/api/auth/login","200","200,401","True","{""userId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""email"":""dealer.20260411145402@supplychain.local"",""role"":""Dealer"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJmZGI3MTkyYS1iZmVmLTQ5YWEtOTNmZi0xOTgwZDFiY"
"Catalog list admin for seed","Admin","GET","/catalog/api/products?page=1&size=20","200","200","True","{""items"":[{""productId"":""87a6247b-9cb0-4b9c-a7df-9c8084c389d7"",""sku"":""DSP-112"",""name"":""24-inch Industrial HMI Display"",""categoryId"":""fb149ce3-5d6c-4734-910b-66edf4c19c22"",""unitPrice"":18499.00,""availableStock"":111,""isActiv"
"Catalog detail admin for seed","Admin","GET","/catalog/api/products/87a6247b-9cb0-4b9c-a7df-9c8084c389d7","200","200,404","True","{""productId"":""87a6247b-9cb0-4b9c-a7df-9c8084c389d7"",""sku"":""DSP-112"",""name"":""24-inch Industrial HMI Display"",""description"":""High-brightness touch display for production line supervision and control dashboards."",""categoryI"
"Catalog restock warehouse","Warehouse","POST","/catalog/api/products/87a6247b-9cb0-4b9c-a7df-9c8084c389d7/restock","200","200,404","True","{""message"":""Product restocked.""}"
"Orders create dealer","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""orderNumber"":""ORD-2026-A5457BCF"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""status"":2,""creditHoldStatus"":2,""paymentMode"":0,""totalAmount"":36998.00,""placedAtUtc"":"""
"Logistics create shipment","Logistics","POST","/logistics/api/logistics/shipments","201","201,400,404","True","{""shipmentId"":""3fda2949-177d-418f-ae05-941bbb2cc5c8"",""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""shipmentNumber"":""SHP-2026-DAC2C43D"",""deliveryAddress"":""12 Demo Stre"
"Payments seed dealer account","Admin","POST","/payments/api/payment/dealers/fdb7192a-bfef-49aa-93ff-1980d1bcf104/account","200","200,404","True","{""accountId"":""df4172c0-884f-4702-9fdf-852fd56a5090"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""creditLimit"":500000.00,""currentOutstanding"":0.00,""availableCredit"":500000.00}"
"Payments generate invoice","Admin","POST","/payments/api/payment/invoices","201","201,400,404","True","{""invoiceId"":""034f85a4-e458-4967-a241-5c1347e65d84"",""invoiceNumber"":""INV-2026-E46F4E37"",""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""idempotencyKey"":""6046163A300DE33"
"Notifications manual create","Admin","POST","/notifications/api/notifications/manual","201","201,400","True","{""notificationId"":""90bb78d2-9178-4aa2-9940-fedcf555f97e"",""recipientUserId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""title"":""Mock Notice 20260411145402"",""body"":""Generated by endpoint matrix runner"",""sourceService"":""Notific"
"Auth forgot password","Anonymous","POST","/identity/api/auth/forgot-password","200","200","True","{""message"":""If the account exists, an OTP has been sent.""}"
"Auth reset password invalid otp","Anonymous","POST","/identity/api/auth/reset-password","400","400,401","True","{""message"":""OTP is invalid or expired.""}"
"Auth refresh no cookie","Anonymous","POST","/identity/api/auth/refresh","401","401","True","{""message"":""Refresh token cookie is missing.""}"
"Users profile admin","Admin","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusinessName"":null,""dealerGstNumber"":null,""is"
"Users profile anonymous denied","Anonymous","GET","/identity/api/users/profile","401","401","True",""
"Admin dealers list admin","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=20","200","200","True","{""items"":[{""userId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""fullName"":""Mock Dealer"",""email"":""dealer.20260411145402@supplychain.local"",""businessName"":""Mock Dealer 20260411145402"",""gstNumber"":""29ABCDE5402F1Z5"",""status"":""Ac"
"Admin dealers list dealer denied","Dealer","GET","/identity/api/admin/dealers?page=1&pageSize=19&search=denied-check","403","403","True",""
"Admin dealer detail","Admin","GET","/identity/api/admin/dealers/fdb7192a-bfef-49aa-93ff-1980d1bcf104","200","200,404","True","{""userId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""fullName"":""Mock Dealer"",""email"":""dealer.20260411145402@supplychain.local"",""phoneNumber"":""9000000001"",""status"":""Active"",""creditLimit"":500000.00,""rejectionReason"":null,""bus"
"Admin dealer credit limit","Admin","PUT","/identity/api/admin/dealers/fdb7192a-bfef-49aa-93ff-1980d1bcf104/credit-limit","502","200,404,502","True","{""succeeded"":false,""message"":""Failed to update credit limit in Payment service.""}"
"Catalog create product dealer denied","Dealer","POST","/catalog/api/products","403","403","True",""
"Catalog update product admin","Admin","PUT","/catalog/api/products/87a6247b-9cb0-4b9c-a7df-9c8084c389d7","200","200,404,500","True","{""productId"":""87a6247b-9cb0-4b9c-a7df-9c8084c389d7"",""sku"":""DSP-112"",""name"":""Mock Product Updated 20260411145402"",""description"":""Updated"",""categoryId"":""fb149ce3-5d6c-4734-910b-66edf4c19c22"",""unitPrice"":209.99,""minOrderQty"
"Catalog list anonymous denied by gateway auth","Anonymous","GET","/catalog/api/products?page=1&size=20","401","401","True",""
"Catalog detail anonymous denied by gateway auth","Anonymous","GET","/catalog/api/products/87a6247b-9cb0-4b9c-a7df-9c8084c389d7","401","401","True",""
"Catalog search anonymous denied by gateway auth","Anonymous","GET","/catalog/api/products/search?q=Mock","401","401","True",""
"Catalog stock warehouse","Warehouse","GET","/catalog/api/products/87a6247b-9cb0-4b9c-a7df-9c8084c389d7/stock","200","200,404","True","{""productId"":""87a6247b-9cb0-4b9c-a7df-9c8084c389d7"",""totalStock"":131,""reservedStock"":0,""availableStock"":131}"
"Inventory soft-lock dealer","Dealer","POST","/catalog/api/inventory/soft-lock","409","200,409,404","True","{""message"":""Stock soft-lock failed.""}"
"Inventory hard-deduct logistics denied","Logistics","POST","/catalog/api/inventory/hard-deduct","403","403","True",""
"Inventory hard-deduct internal key","Internal","POST","http://localhost:8002/api/internal/inventory/hard-deduct","200","200,409,404","True","{""message"":""Stock hard-deducted.""}"
"Inventory release-soft-lock admin","Admin","POST","/catalog/api/inventory/release-soft-lock","200","200,404","True","{""message"":""Soft-lock released.""}"
"Inventory subscribe dealer","Dealer","POST","/catalog/api/inventory/subscriptions","200","200,400,404","True","{""message"":""Subscribed.""}"
"Inventory unsubscribe dealer","Dealer","DELETE","/catalog/api/inventory/subscriptions","200","200,404","True","{""message"":""Unsubscribed.""}"
"Orders create admin denied","Admin","POST","/orders/api/orders","403","403","True",""
"Orders my dealer","Dealer","GET","/orders/api/orders/my?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""orderNumber"":""ORD-2026-A5457BCF"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""status"":2,""totalAmount"":36998.00,""placedAtUtc"":""2026-04-11T09:24:10.6018852"
"Orders detail dealer","Dealer","GET","/orders/api/orders/a6da1a47-69e1-48ff-8ac1-0990099f4006","200","200,404","True","{""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""orderNumber"":""ORD-2026-A5457BCF"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""status"":2,""creditHoldStatus"":2,""paymentMode"":0,""totalAmount"":36998.00,""placedAtUtc"":"""
"Orders detail admin","Admin","GET","/orders/api/orders/a6da1a47-69e1-48ff-8ac1-0990099f4006","200","200,404","True","{""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""orderNumber"":""ORD-2026-A5457BCF"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""status"":2,""creditHoldStatus"":2,""paymentMode"":0,""totalAmount"":36998.00,""placedAtUtc"":"""
"Orders update status logistics (restricted target denied)","Logistics","PUT","/orders/api/orders/a6da1a47-69e1-48ff-8ac1-0990099f4006/status","400","400,404","True","{""message"":""Role 'Logistics' cannot move orders to 'Processing'.""}"
"Orders update status warehouse denied","Warehouse","PUT","/orders/api/orders/a6da1a47-69e1-48ff-8ac1-0990099f4006/status","403","403","True",""
"Orders cancel dealer","Dealer","POST","/orders/api/orders/a6da1a47-69e1-48ff-8ac1-0990099f4006/cancel","200","200,404,400","True","{""message"":""Order cancelled.""}"
"Orders return request dealer","Dealer","POST","/orders/api/orders/a6da1a47-69e1-48ff-8ac1-0990099f4006/returns","400","200,404,400","True","{""message"":""Return request can only be raised after delivery.""}"
"Admin orders list admin","Admin","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""orderNumber"":""ORD-2026-A5457BCF"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""status"":11,""totalAmount"":36998.00,""placedAtUtc"":""2026-04-11T09:24:10.601885"
"Admin orders list warehouse","Warehouse","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""orderNumber"":""ORD-2026-A5457BCF"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""status"":11,""totalAmount"":36998.00,""placedAtUtc"":""2026-04-11T09:24:10.601885"
"Admin orders list logistics","Logistics","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""orderNumber"":""ORD-2026-A5457BCF"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""status"":11,""totalAmount"":36998.00,""placedAtUtc"":""2026-04-11T09:24:10.601885"
"Admin orders bulk status warehouse denied","Warehouse","POST","/orders/api/admin/orders/bulk-status","403","403","True",""
"Admin approve hold","Admin","PUT","/orders/api/admin/orders/a6da1a47-69e1-48ff-8ac1-0990099f4006/approve-hold","404","200,404,400","True","{""type"":""https://tools.ietf.org/html/rfc9110#section-15.5.5"",""title"":""Not Found"",""status"":404,""traceId"":""00-bc1d96f89e0df34b01dd2bbed283fcab-956d7a1e5f76a484-00""}"
"Admin reject hold","Admin","PUT","/orders/api/admin/orders/a6da1a47-69e1-48ff-8ac1-0990099f4006/reject-hold","404","200,404,400","True","{""type"":""https://tools.ietf.org/html/rfc9110#section-15.5.5"",""title"":""Not Found"",""status"":404,""traceId"":""00-e87937121793285a2ab9f075ffe95bb6-2183948df668934a-00""}"
"Admin approve hold logistics denied","Logistics","PUT","/orders/api/admin/orders/a6da1a47-69e1-48ff-8ac1-0990099f4006/approve-hold","403","403","True",""
"Logistics create shipment dealer denied","Dealer","POST","/logistics/api/logistics/shipments","403","403","True",""
"Logistics create shipment warehouse denied","Warehouse","POST","/logistics/api/logistics/shipments","403","403","True",""
"Logistics get shipment dealer","Dealer","GET","/logistics/api/logistics/shipments/3fda2949-177d-418f-ae05-941bbb2cc5c8","200","200,404","True","{""shipmentId"":""3fda2949-177d-418f-ae05-941bbb2cc5c8"",""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""shipmentNumber"":""SHP-2026-DAC2C43D"",""deliveryAddress"":""12 Demo Stre"
"Logistics get shipment warehouse denied","Warehouse","GET","/logistics/api/logistics/shipments/3fda2949-177d-418f-ae05-941bbb2cc5c8","403","403","True",""
"Logistics get my dealer shipments","Dealer","GET","/logistics/api/logistics/shipments/my","200","200","True","[{""shipmentId"":""3fda2949-177d-418f-ae05-941bbb2cc5c8"",""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""shipmentNumber"":""SHP-2026-DAC2C43D"",""deliveryAddress"":""12 Demo Str"
"Logistics get all agent denied","Agent","GET","/logistics/api/logistics/shipments","403","403","True",""
"Logistics get all warehouse denied","Warehouse","GET","/logistics/api/logistics/shipments","403","403","True",""
"Logistics get assigned agent shipments","Agent","GET","/logistics/api/logistics/shipments/assigned","200","200","True","[]"
"Logistics assign agent logistics","Logistics","PUT","/logistics/api/logistics/shipments/3fda2949-177d-418f-ae05-941bbb2cc5c8/assign-agent","200","200,404,400","True","{""message"":""Agent assigned.""}"
"Logistics update status agent","Agent","PUT","/logistics/api/logistics/shipments/3fda2949-177d-418f-ae05-941bbb2cc5c8/status","409","200,404,400,409","True","{""message"":""Assignment must be accepted before updating shipment status.""}"
"Logistics update status dealer denied","Dealer","PUT","/logistics/api/logistics/shipments/3fda2949-177d-418f-ae05-941bbb2cc5c8/status","403","403","True",""
"Payments seed account dealer denied","Dealer","POST","/payments/api/payment/dealers/fdb7192a-bfef-49aa-93ff-1980d1bcf104/account","403","403","True",""
"Payments credit check anonymous denied","Anonymous","GET","/payments/api/payment/dealers/fdb7192a-bfef-49aa-93ff-1980d1bcf104/credit-check?amount=1000","401","401","True",""
"Payments credit check internal key","Internal","GET","http://localhost:8005/api/payment/internal/dealers/fdb7192a-bfef-49aa-93ff-1980d1bcf104/credit-check?amount=1000","200","200","True","{""approved"":true,""availableCredit"":456342.36,""creditLimit"":500000.00,""currentOutstanding"":43657.64}"
"Payments update credit limit admin","Admin","PUT","/payments/api/payment/dealers/fdb7192a-bfef-49aa-93ff-1980d1bcf104/credit-limit","200","200,404","True","{""accountId"":""df4172c0-884f-4702-9fdf-852fd56a5090"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""creditLimit"":300000,""currentOutstanding"":43657.64,""availableCredit"":256342.36}"
"Payments settle outstanding dealer","Dealer","POST","/payments/api/payment/dealers/fdb7192a-bfef-49aa-93ff-1980d1bcf104/settlements","200","200,404,400","True","{""accountId"":""df4172c0-884f-4702-9fdf-852fd56a5090"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""creditLimit"":300000.00,""currentOutstanding"":43157.64,""availableCredit"":256842.36}"
"Payments get invoice dealer","Dealer","GET","/payments/api/payment/invoices/034f85a4-e458-4967-a241-5c1347e65d84","200","200,404","True","{""invoiceId"":""034f85a4-e458-4967-a241-5c1347e65d84"",""invoiceNumber"":""INV-2026-E46F4E37"",""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""idempotencyKey"":""6046163A300DE33"
"Payments list dealer invoices dealer","Dealer","GET","/payments/api/payment/dealers/fdb7192a-bfef-49aa-93ff-1980d1bcf104/invoices","200","200","True","[{""invoiceId"":""034f85a4-e458-4967-a241-5c1347e65d84"",""invoiceNumber"":""INV-2026-E46F4E37"",""orderId"":""a6da1a47-69e1-48ff-8ac1-0990099f4006"",""dealerId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""idempotencyKey"":""6046163A300DE3"
"Payments download invoice admin","Admin","GET","/payments/api/payment/invoices/034f85a4-e458-4967-a241-5c1347e65d84/download","200","200,404","True","37 80 68 70 45 49 46 52 10 37 211 235 233 225 10 49 32 48 32 111 98 106 10 60 60 47 67 114 101 97 116 105 111 110 68 97 116 101 32 40 68 58 50 48 50 54 48 52 49 49 49 52 53 52 49 55 43 48 53 39 51 48 39 41 10 47 77 111 1"
"Notifications create manual dealer denied","Dealer","POST","/notifications/api/notifications/manual","403","403","True",""
"Notifications ingest anonymous denied","Anonymous","POST","/notifications/api/notifications/ingest","401","401","True","{""message"":""Invalid internal API key.""}"
"Notifications ingest internal key","Internal","POST","/notifications/api/notifications/ingest","200","200,400","True","{""notificationId"":""22ce6078-a32d-4f0c-8e15-0d1a68dd65f4"",""recipientUserId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""title"":""MockEvent"",""body"":""{\""status\"":\""ok\""}"",""sourceService"":""endpointmatrix"",""eventType"":""mockevent"","
"Notifications my dealer","Dealer","GET","/notifications/api/notifications/my","200","200","True","[{""notificationId"":""22ce6078-a32d-4f0c-8e15-0d1a68dd65f4"",""recipientUserId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""title"":""MockEvent"",""body"":""{\""status\"":\""ok\""}"",""sourceService"":""endpointmatrix"",""eventType"":""mockevent"""
"Notifications all admin","Admin","GET","/notifications/api/notifications","200","200","True","[{""notificationId"":""22ce6078-a32d-4f0c-8e15-0d1a68dd65f4"",""recipientUserId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""title"":""MockEvent"",""body"":""{\""status\"":\""ok\""}"",""sourceService"":""endpointmatrix"",""eventType"":""mockevent"""
"Notifications by id dealer","Dealer","GET","/notifications/api/notifications/90bb78d2-9178-4aa2-9940-fedcf555f97e","200","200,404","True","{""notificationId"":""90bb78d2-9178-4aa2-9940-fedcf555f97e"",""recipientUserId"":""fdb7192a-bfef-49aa-93ff-1980d1bcf104"",""title"":""Mock Notice 20260411145402"",""body"":""Generated by endpoint matrix runner"",""sourceService"":""Notific"
"Notifications mark sent admin","Admin","PUT","/notifications/api/notifications/90bb78d2-9178-4aa2-9940-fedcf555f97e/sent","200","200,404","True","{""message"":""Notification marked sent.""}"
"Notifications mark failed admin","Admin","PUT","/notifications/api/notifications/90bb78d2-9178-4aa2-9940-fedcf555f97e/failed","200","200,404","True","{""message"":""Notification marked failed.""}"
"Auth logout admin","Admin","POST","/identity/api/auth/logout","200","200","True","{""message"":""Logged out successfully.""}"
