"Name","Role","Method","Path","Status","Expected","Pass","Preview"
"Auth login admin","Anonymous","POST","/identity/api/auth/login","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""email"":""admin@supplychain.local"",""role"":""Admin"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2ZGZkYjA4Yi0xZGIwLTQwYmMtODcyNS0zY2YxNGEwZGZiMTciLCJlbWFpbC"
"Auth register dealer","Anonymous","POST","/identity/api/auth/register","201","201,409","True","{""userId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""status"":""Pending"",""message"":""Registration submitted and pending admin approval.""}"
"Admin approve dealer","Admin","PUT","/identity/api/admin/dealers/ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf/approve","200","200,404","True","{""message"":""Dealer approved.""}"
"Auth login dealer","Anonymous","POST","/identity/api/auth/login","200","200,401","True","{""userId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""email"":""dealer.20260413160813@supplychain.local"",""role"":""Dealer"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJhYzhlMWVhMC0zOWQ3LTQxZDMtOWQzOS02OTRjZWVmN"
"Catalog list admin for seed","Admin","GET","/catalog/api/products?page=1&size=20","200","200","True","{""items"":[{""productId"":""2e692a8d-1d9d-4841-a488-4a8517467c16"",""sku"":""AIV-611"",""name"":""AI Vision Defect Inspection Camera"",""categoryId"":""02f85052-cf2b-49da-a051-3ea0c145db26"",""unitPrice"":26999.00,""availableStock"":22,""isAc"
"Catalog detail admin for seed","Admin","GET","/catalog/api/products/2e692a8d-1d9d-4841-a488-4a8517467c16","200","200,404","True","{""productId"":""2e692a8d-1d9d-4841-a488-4a8517467c16"",""sku"":""AIV-611"",""name"":""AI Vision Defect Inspection Camera"",""description"":""AI-generated catalog item for demo: edge vision camera optimized for automated defect detecti"
"Catalog restock warehouse","Warehouse","POST","/catalog/api/products/2e692a8d-1d9d-4841-a488-4a8517467c16/restock","200","200,404","True","{""message"":""Product restocked.""}"
"Orders create dealer","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""a3a6c95e-102c-48b6-91bc-af6585aeba31"",""orderNumber"":""ORD-2026-1736BB1E"",""dealerId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""status"":2,""creditHoldStatus"":2,""paymentMode"":0,""totalAmount"":53998.00,""placedAtUtc"":"""
"Logistics create shipment","Logistics","POST","/logistics/api/logistics/shipments","201","201,400,404","True","{""shipmentId"":""f924141e-cb2c-4db9-a78c-6633d2ee1464"",""orderId"":""a3a6c95e-102c-48b6-91bc-af6585aeba31"",""dealerId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""shipmentNumber"":""SHP-2026-803F0109"",""deliveryAddress"":""12 Demo Stre"
"Payments seed dealer account","Admin","POST","/payments/api/payment/dealers/ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf/account","200","200,404","True","{""accountId"":""e6262176-eff2-45cc-8c41-2569ac5e9b76"",""dealerId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""creditLimit"":500000.00,""currentOutstanding"":0.00,""availableCredit"":500000.00}"
"Payments generate invoice","Admin","POST","/payments/api/payment/invoices","201","201,400,404","True","{""invoiceId"":""924745bf-50da-4cb9-a15a-ad0213ee0a1d"",""invoiceNumber"":""INV-2026-FDC24AB4"",""orderId"":""a3a6c95e-102c-48b6-91bc-af6585aeba31"",""dealerId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""idempotencyKey"":""7BD2832182CF9B4"
"Notifications manual create","Admin","POST","/notifications/api/notifications/manual","201","201,400","True","{""notificationId"":""892206fd-6f42-473d-91ee-7ee30dfacb1b"",""recipientUserId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""title"":""Mock Notice 20260413160813"",""body"":""Generated by endpoint matrix runner"",""sourceService"":""Notific"
"Auth forgot password","Anonymous","POST","/identity/api/auth/forgot-password","200","200","True","{""message"":""If the account exists, an OTP has been sent.""}"
"Auth reset password invalid otp","Anonymous","POST","/identity/api/auth/reset-password","400","400,401","True","{""message"":""OTP is invalid or expired.""}"
"Auth refresh no cookie","Anonymous","POST","/identity/api/auth/refresh","401","401","True","{""message"":""Refresh token cookie is missing.""}"
"Users profile admin","Admin","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusinessName"":null,""dealerGstNumber"":null,""is"
"Users profile anonymous denied","Anonymous","GET","/identity/api/users/profile","401","401","True",""
"Admin dealers list admin","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=20","200","200","True","{""items"":[{""userId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""fullName"":""Mock Dealer"",""email"":""dealer.20260413160813@supplychain.local"",""businessName"":""Mock Dealer 20260413160813"",""gstNumber"":""29ABCDE0813F1Z5"",""status"":""Ac"
"Admin dealers list dealer denied","Dealer","GET","/identity/api/admin/dealers?page=1&pageSize=19&search=denied-check","403","403","True",""
"Admin dealer detail","Admin","GET","/identity/api/admin/dealers/ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf","200","200,404","True","{""userId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""fullName"":""Mock Dealer"",""email"":""dealer.20260413160813@supplychain.local"",""phoneNumber"":""9000000001"",""status"":""Active"",""creditLimit"":500000.00,""rejectionReason"":null,""bus"
"Admin dealer credit limit","Admin","PUT","/identity/api/admin/dealers/ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf/credit-limit","502","200,404,502","True","{""succeeded"":false,""message"":""Failed to update credit limit in Payment service.""}"
"Catalog create product dealer denied","Dealer","POST","/catalog/api/products","403","403","True",""
"Catalog update product admin","Admin","PUT","/catalog/api/products/2e692a8d-1d9d-4841-a488-4a8517467c16","200","200,404,500","True","{""productId"":""2e692a8d-1d9d-4841-a488-4a8517467c16"",""sku"":""AIV-611"",""name"":""Mock Product Updated 20260413160813"",""description"":""Updated"",""categoryId"":""02f85052-cf2b-49da-a051-3ea0c145db26"",""unitPrice"":209.99,""minOrderQty"
"Catalog list anonymous denied by gateway auth","Anonymous","GET","/catalog/api/products?page=1&size=20","401","401","True",""
"Catalog detail anonymous denied by gateway auth","Anonymous","GET","/catalog/api/products/2e692a8d-1d9d-4841-a488-4a8517467c16","401","401","True",""
"Catalog search anonymous denied by gateway auth","Anonymous","GET","/catalog/api/products/search?q=Mock","401","401","True",""
"Catalog stock warehouse","Warehouse","GET","/catalog/api/products/2e692a8d-1d9d-4841-a488-4a8517467c16/stock","200","200,404","True","{""productId"":""2e692a8d-1d9d-4841-a488-4a8517467c16"",""totalStock"":42,""reservedStock"":2,""availableStock"":40}"
"Inventory soft-lock dealer","Dealer","POST","/catalog/api/inventory/soft-lock","409","200,409,404","True","{""message"":""Stock soft-lock failed.""}"
"Inventory hard-deduct logistics denied","Logistics","POST","/catalog/api/inventory/hard-deduct","403","403","True",""
"Inventory hard-deduct internal key","Internal","POST","http://localhost:8002/api/internal/inventory/hard-deduct","200","200,409,404","True","{""message"":""Stock hard-deducted.""}"
"Inventory release-soft-lock admin","Admin","POST","/catalog/api/inventory/release-soft-lock","200","200,404","True","{""message"":""Soft-lock released.""}"
"Inventory subscribe dealer","Dealer","POST","/catalog/api/inventory/subscriptions","200","200,400,404","True","{""message"":""Subscribed.""}"
"Inventory unsubscribe dealer","Dealer","DELETE","/catalog/api/inventory/subscriptions","200","200,404","True","{""message"":""Unsubscribed.""}"
"Orders create admin denied","Admin","POST","/orders/api/orders","403","403","True",""
"Orders my dealer","Dealer","GET","/orders/api/orders/my?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""a3a6c95e-102c-48b6-91bc-af6585aeba31"",""orderNumber"":""ORD-2026-1736BB1E"",""dealerId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""status"":2,""totalAmount"":53998.00,""placedAtUtc"":""2026-04-13T10:38:16.3564926"
"Orders detail dealer","Dealer","GET","/orders/api/orders/a3a6c95e-102c-48b6-91bc-af6585aeba31","200","200,404","True","{""orderId"":""a3a6c95e-102c-48b6-91bc-af6585aeba31"",""orderNumber"":""ORD-2026-1736BB1E"",""dealerId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""status"":2,""creditHoldStatus"":2,""paymentMode"":0,""totalAmount"":53998.00,""placedAtUtc"":"""
"Orders detail admin","Admin","GET","/orders/api/orders/a3a6c95e-102c-48b6-91bc-af6585aeba31","200","200,404","True","{""orderId"":""a3a6c95e-102c-48b6-91bc-af6585aeba31"",""orderNumber"":""ORD-2026-1736BB1E"",""dealerId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""status"":2,""creditHoldStatus"":2,""paymentMode"":0,""totalAmount"":53998.00,""placedAtUtc"":"""
"Orders update status logistics (restricted target denied)","Logistics","PUT","/orders/api/orders/a3a6c95e-102c-48b6-91bc-af6585aeba31/status","409","400,404,409","True","{""code"":""business.conflict"",""message"":""Role 'Logistics' cannot move orders to 'Processing'."",""retryable"":false,""correlationId"":""fa0b5c308b5444fb9c6cef690bcd7bd4"",""details"":null}"
"Orders update status warehouse denied","Warehouse","PUT","/orders/api/orders/a3a6c95e-102c-48b6-91bc-af6585aeba31/status","403","403","True",""
"Orders cancel dealer","Dealer","POST","/orders/api/orders/a3a6c95e-102c-48b6-91bc-af6585aeba31/cancel","200","200,404,400","True","{""message"":""Order cancelled.""}"
"Orders return request dealer","Dealer","POST","/orders/api/orders/a3a6c95e-102c-48b6-91bc-af6585aeba31/returns","400","200,404,400","True","{""code"":""business.rule-violation"",""message"":""Return request can only be raised after delivery."",""retryable"":false,""correlationId"":""e09461dfda1448c0940affdedf553747"",""details"":null}"
"Admin orders list admin","Admin","GET","/orders/api/admin/orders?page=1&pageSize=20","200","200","True","{""items"":[{""orderId"":""a3a6c95e-102c-48b6-91bc-af6585aeba31"",""orderNumber"":""ORD-2026-1736BB1E"",""dealerId"":""ac8e1ea0-39d7-41d3-9d39-694ceef7a1bf"",""status"":11,""totalAmount"":53998.00,""placedAtUtc"":""2026-04-13T10:38:16.356492"
