"Name","Role","Method","Path","Status","Expected","Pass","Preview"
"Auth login admin","Anonymous","POST","/identity/api/auth/login","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""email"":""admin@supplychain.local"",""role"":""Admin"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2ZGZkYjA4Yi0xZGIwLTQwYmMtODcyNS0zY2YxNGEwZGZiMTciLCJlbWFpbC"
"Auth register dealer","Anonymous","POST","/identity/api/auth/register","201","201,409","True","{""userId"":""6b9d60f6-0ec3-432e-b8e2-89298bf7ceb6"",""status"":""Pending"",""message"":""Registration submitted and pending admin approval.""}"
"Admin approve dealer","Admin","PUT","/identity/api/admin/dealers/6b9d60f6-0ec3-432e-b8e2-89298bf7ceb6/approve","200","200,404","True","{""message"":""Dealer approved.""}"
"Auth login dealer","Anonymous","POST","/identity/api/auth/login","200","200,401","True","{""userId"":""6b9d60f6-0ec3-432e-b8e2-89298bf7ceb6"",""email"":""dealer.20260411144424@supplychain.local"",""role"":""Dealer"",""accessToken"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI2YjlkNjBmNi0wZWMzLTQzMmUtYjhlMi04OTI5OGJmN"
"Catalog list admin for seed","Admin","GET","/catalog/api/products?page=1&size=20","200","200","True","{""items"":[{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""categoryId"":""2489997d-06dd-4fe1-ac2c-470672f9c8c4"",""unitPrice"":699.00,""availableStock"":1267,""isAct"
"Catalog detail admin for seed","Admin","GET","/catalog/api/products/8e28a1f3-e24e-434a-8ee6-103dd5d068b9","200","200,404","True","{""productId"":""8e28a1f3-e24e-434a-8ee6-103dd5d068b9"",""sku"":""GLV-003"",""name"":""Arc-Flash Insulated Safety Gloves"",""description"":""Class-rated arc-flash gloves engineered for electrical installation and field service safety."""
"Catalog restock warehouse","Warehouse","POST","/catalog/api/products/8e28a1f3-e24e-434a-8ee6-103dd5d068b9/restock","200","200,404","True","{""message"":""Product restocked.""}"
"Orders create dealer","Dealer","POST","/orders/api/orders","201","201,400,409","True","{""orderId"":""77319d40-3719-40e8-892f-eb763a202e60"",""orderNumber"":""ORD-2026-49C51016"",""dealerId"":""6b9d60f6-0ec3-432e-b8e2-89298bf7ceb6"",""status"":2,""creditHoldStatus"":2,""paymentMode"":0,""totalAmount"":1398.00,""placedAtUtc"":""2"
"Logistics create shipment","Logistics","POST","/logistics/api/logistics/shipments","201","201,400,404","True","{""shipmentId"":""a9ff315f-2b6d-473e-ad1d-51976ec11a38"",""orderId"":""77319d40-3719-40e8-892f-eb763a202e60"",""dealerId"":""6b9d60f6-0ec3-432e-b8e2-89298bf7ceb6"",""shipmentNumber"":""SHP-2026-D2B3B0AB"",""deliveryAddress"":""12 Demo Stre"
"Payments seed dealer account","Admin","POST","/payments/api/payment/dealers/6b9d60f6-0ec3-432e-b8e2-89298bf7ceb6/account","200","200,404","True","{""accountId"":""c1530359-eeb8-464f-87a3-e740351858b9"",""dealerId"":""6b9d60f6-0ec3-432e-b8e2-89298bf7ceb6"",""creditLimit"":500000.00,""currentOutstanding"":0.00,""availableCredit"":500000.00}"
"Payments generate invoice","Admin","POST","/payments/api/payment/invoices","201","201,400,404","True","{""invoiceId"":""39e4af74-bb14-4c50-b824-d0485ffeeac4"",""invoiceNumber"":""INV-2026-FE88F36B"",""orderId"":""77319d40-3719-40e8-892f-eb763a202e60"",""dealerId"":""6b9d60f6-0ec3-432e-b8e2-89298bf7ceb6"",""idempotencyKey"":""E87E7144A9C0C50"
"Notifications manual create","Admin","POST","/notifications/api/notifications/manual","201","201,400","True","{""notificationId"":""743861e4-4fc9-4315-862c-f6c1d9c037c2"",""recipientUserId"":""6b9d60f6-0ec3-432e-b8e2-89298bf7ceb6"",""title"":""Mock Notice 20260411144424"",""body"":""Generated by endpoint matrix runner"",""sourceService"":""Notific"
"Auth forgot password","Anonymous","POST","/identity/api/auth/forgot-password","200","200","True","{""message"":""If the account exists, an OTP has been sent.""}"
"Auth reset password invalid otp","Anonymous","POST","/identity/api/auth/reset-password","400","400,401","True","{""message"":""OTP is invalid or expired.""}"
"Auth refresh no cookie","Anonymous","POST","/identity/api/auth/refresh","401","401","True","{""message"":""Refresh token cookie is missing.""}"
"Users profile admin","Admin","GET","/identity/api/users/profile","200","200","True","{""userId"":""6dfdb08b-1db0-40bc-8725-3cf14a0dfb17"",""fullName"":""Platform Admin"",""email"":""admin@supplychain.local"",""role"":""Admin"",""status"":""Active"",""creditLimit"":500000.00,""dealerBusinessName"":null,""dealerGstNumber"":null,""is"
"Users profile anonymous denied","Anonymous","GET","/identity/api/users/profile","401","401","True",""
"Admin dealers list admin","Admin","GET","/identity/api/admin/dealers?page=1&pageSize=20","200","200","True","{""items"":[{""userId"":""6b9d60f6-0ec3-432e-b8e2-89298bf7ceb6"",""fullName"":""Mock Dealer"",""email"":""dealer.20260411144424@supplychain.local"",""businessName"":""Mock Dealer 20260411144424"",""gstNumber"":""29ABCDE4424F1Z5"",""status"":""Ac"
